delivery_id,region,stove_model,quantity,distance_km,delivery_time_days,promised_time_days,on_time,vehicle_type,month,quarter,year,delay_days,is_delayed,revenue
DEL01131,Kitui,Jikokoa,1,108.9,2.8,2.7,True,Van,4,2,2024,0.09999999999999964,True,3500
DEL01132,Kakamega,SmartStove,50,367.9,11.2,10.9,True,Truck,7,3,2026,0.29999999999999893,True,225000
DEL01133,Busia,SmartStove,1,261.8,6.6,5.5,True,Van,5,2,2024,1.0999999999999996,True,4500
DEL01134,Makueni,EcoZoom,1,148.9,2.5,2.5,True,Van,8,3,2024,0.0,False,3900
DEL01135,Kiambu,KuniOx,2,49.0,1.1,1.0,True,Van,5,2,2024,0.10000000000000009,True,8400
DEL01136,Kilifi,KuniOx,1,491.7,10.9,11.3,True,Van,10,4,2025,0.0,False,4200
DEL01137,Meru,MOTO,10,229.8,6.9,5.6,True,Lorry,11,4,2024,1.3000000000000007,True,28000
DEL01138,Homa Bay,Jikokoa,2,308.8,5.8,6.0,True,Van,7,3,2025,0.0,False,7000
DEL01139,Kakamega,KuniOx,5,385.7,11.9,9.4,True,Van,4,2,2026,2.5,True,21000
DEL01140,Busia,MOTO,2,276.8,7.2,7.0,True,Van,2,1,2025,0.20000000000000018,True,5600
DEL01141,Migori,MOTO,5,398.4,10.4,9.5,True,Van,5,2,2026,0.9000000000000004,True,14000
DEL01142,Kilifi,SmartStove,1,533.6,11.9,11.9,True,Van,1,1,2025,0.0,False,4500
DEL01143,Kiambu,MOTO,2,16.7,0.4,0.3,True,Van,7,3,2024,0.10000000000000003,True,5600
DEL01144,Machakos,KuniOx,2,43.7,1.0,0.8,True,Van,4,2,2025,0.19999999999999996,True,8400
DEL01145,Kilifi,MOTO,5,496.7,9.6,10.1,True,Van,1,1,2024,0.0,False,14000
DEL01146,Kakamega,KuniOx,2,357.7,8.4,7.8,True,Van,10,4,2024,0.6000000000000005,True,8400
DEL01147,Nairobi,Jikokoa,1,24.3,0.6,0.6,True,Van,3,1,2026,0.0,False,3500
DEL01148,Uasin Gishu,SmartStove,10,308.1,6.9,7.3,True,Lorry,8,3,2025,0.0,False,45000
DEL01149,Uasin Gishu,Jikokoa,10,311.4,6.2,5.7,True,Lorry,9,3,2025,0.5,True,35000
DEL01150,Nairobi,MOTO,1,20.8,0.5,0.6,True,Van,2,1,2025,0.0,False,2800
DEL01151,Kiambu,MOTO,5,32.5,0.6,0.6,True,Van,6,2,2024,0.0,False,14000
DEL01152,Uasin Gishu,Jikokoa,2,311.0,6.4,6.7,True,Van,10,4,2024,0.0,False,7000
DEL01153,Meru,SmartStove,2,217.6,4.5,4.2,True,Van,6,2,2025,0.2999999999999998,True,9000
DEL01154,Mombasa,MOTO,1,478.9,8.1,8.1,True,Van,7,3,2025,0.0,False,2800
DEL01155,Kilifi,KuniOx,1,483.7,10.9,10.1,True,Van,9,3,2026,0.8000000000000007,True,4200
DEL01156,Meru,KuniOx,2,246.6,7.4,5.8,True,Van,5,2,2024,1.6000000000000005,True,8400
DEL01157,Migori,MOTO,2,395.2,10.0,11.0,True,Van,1,1,2025,0.0,False,5600
DEL01158,Homa Bay,MOTO,1,178.0,3.7,3.8,True,Van,2,1,2025,0.0,False,2800
DEL01159,Makueni,MOTO,1,393.3,8.7,8.8,True,Van,2,1,2024,0.0,False,2800
DEL01160,Kitui,MOTO,2,320.8,6.0,5.3,True,Van,5,2,2026,0.7000000000000002,True,5600
DEL01161,Busia,KuniOx,2,363.5,8.2,7.5,True,Van,2,1,2024,0.6999999999999993,True,8400
DEL01162,Machakos,KuniOx,2,49.6,1.0,0.8,True,Van,3,1,2025,0.19999999999999996,True,8400
DEL01163,Mombasa,Jikokoa,5,458.3,10.6,10.1,True,Van,8,3,2025,0.5,True,17500
DEL01164,Kitui,SmartStove,10,252.3,6.8,6.9,True,Lorry,7,3,2024,0.0,False,45000
DEL01165,Kiambu,MOTO,1,27.4,0.8,0.6,False,Van,5,2,2026,0.20000000000000007,True,2800
DEL01166,Nairobi,SmartStove,20,23.5,0.8,0.6,True,Lorry,11,4,2024,0.20000000000000007,True,90000
DEL01167,Meru,EcoZoom,1,215.1,3.5,3.7,True,Van,1,1,2026,0.0,False,3900
DEL01168,Machakos,Jikokoa,5,70.4,1.4,1.5,True,Van,1,1,2025,0.0,False,17500
DEL01169,Nakuru,MOTO,1,132.3,3.7,3.6,True,Van,5,2,2025,0.10000000000000009,True,2800
DEL01170,Uasin Gishu,KuniOx,1,326.9,6.4,5.9,True,Van,7,3,2024,0.5,True,4200
DEL01171,Nairobi,EcoZoom,1,24.8,0.6,0.5,True,Van,7,3,2025,0.09999999999999998,True,3900
DEL01172,Nairobi,MOTO,5,6.2,0.1,0.1,True,Van,8,3,2025,0.0,False,14000
DEL01173,Busia,KuniOx,1,141.0,2.9,2.9,True,Van,2,1,2025,0.0,False,4200
DEL01174,Kitui,KuniOx,10,240.6,5.8,6.0,True,Lorry,10,4,2025,0.0,False,42000
DEL01175,Migori,KuniOx,1,332.2,8.2,7.4,False,Van,2,1,2025,0.7999999999999989,True,4200
DEL01176,Kitui,Jikokoa,1,135.6,3.4,3.4,True,Van,1,1,2024,0.0,False,3500
DEL01177,Kakamega,Jikokoa,2,392.4,12.9,9.4,True,Van,12,4,2025,3.5,True,7000
DEL01178,Mombasa,EcoZoom,1,459.2,11.9,10.9,True,Van,2,1,2025,1.0,True,3900
DEL01179,Kilifi,SmartStove,2,543.8,10.5,11.1,True,Van,9,3,2025,0.0,False,9000
DEL01180,Kitui,MOTO,2,216.1,5.8,5.1,True,Van,5,2,2024,0.7000000000000002,True,5600
DEL01181,Kakamega,Jikokoa,2,413.4,11.2,9.8,True,Van,4,2,2026,1.3999999999999986,True,7000
DEL01182,Machakos,KuniOx,2,63.5,1.4,1.4,True,Van,9,3,2025,0.0,False,8400
DEL01183,Kakamega,Jikokoa,5,385.8,7.3,7.7,True,Van,2,1,2025,0.0,False,17500
DEL01184,Mombasa,SmartStove,1,510.7,11.5,9.6,True,Van,5,2,2025,1.9000000000000004,True,4500
DEL01185,Kiambu,MOTO,1,28.9,0.5,0.5,True,Van,7,3,2026,0.0,False,2800
DEL01186,Homa Bay,Jikokoa,1,349.3,8.7,8.0,True,Van,8,3,2024,0.6999999999999993,True,3500
DEL01187,Kakamega,SmartStove,5,406.9,10.1,11.0,True,Van,9,3,2025,0.0,False,22500
DEL01188,Kilifi,Jikokoa,1,500.1,9.9,9.2,True,Van,10,4,2024,0.7000000000000011,True,3500
DEL01189,Makueni,Jikokoa,5,320.0,10.5,8.9,True,Van,12,4,2024,1.5999999999999996,True,17500
DEL01190,Kakamega,SmartStove,2,392.0,8.7,8.4,True,Van,7,3,2025,0.29999999999999893,True,9000
DEL01191,Migori,MOTO,50,169.6,5.3,5.8,True,Truck,10,4,2024,0.0,False,140000
DEL01192,Bungoma,EcoZoom,2,370.4,8.6,7.8,False,Van,9,3,2025,0.7999999999999998,True,7800
DEL01193,Makueni,Jikokoa,2,126.1,3.0,2.9,True,Van,6,2,2026,0.10000000000000009,True,7000
DEL01194,Kitui,Jikokoa,2,136.6,2.6,2.9,True,Van,7,3,2024,0.0,False,7000
DEL01195,Busia,SmartStove,5,316.3,8.4,8.2,True,Van,8,3,2025,0.20000000000000107,True,22500
DEL01196,Mombasa,KuniOx,1,458.8,9.1,8.8,True,Van,2,1,2025,0.29999999999999893,True,4200
DEL01197,Kilifi,EcoZoom,2,547.7,17.0,15.6,True,Van,3,1,2025,1.4000000000000004,True,7800
DEL01198,Kiambu,Jikokoa,10,26.7,0.5,0.5,True,Lorry,1,1,2026,0.0,False,35000
DEL01199,Kisumu,Jikokoa,2,359.9,8.4,7.7,True,Van,1,1,2024,0.7000000000000002,True,7000
DEL01200,Meru,MOTO,1,218.0,4.5,4.8,True,Van,1,1,2026,0.0,False,2800
DEL01201,Kilifi,SmartStove,10,483.1,13.2,13.3,True,Lorry,7,3,2024,0.0,False,45000
DEL01202,Meru,Jikokoa,5,201.0,4.9,5.0,True,Van,2,1,2025,0.0,False,17500
DEL01203,Kisumu,EcoZoom,10,323.6,9.9,9.2,True,Lorry,12,4,2024,0.7000000000000011,True,39000
DEL01204,Mombasa,MOTO,1,477.3,8.1,8.4,True,Van,2,1,2026,0.0,False,2800
DEL01205,Nairobi,Jikokoa,2,28.6,0.6,0.7,True,Van,9,3,2024,0.0,False,7000
DEL01206,Migori,KuniOx,1,102.6,2.0,2.1,True,Van,2,1,2024,0.0,False,4200
DEL01207,Kilifi,KuniOx,5,534.1,11.6,8.8,True,Van,3,1,2024,2.799999999999999,True,21000
DEL01208,Uasin Gishu,SmartStove,1,317.6,9.1,7.5,True,Van,3,1,2026,1.5999999999999996,True,4500
DEL01209,Migori,MOTO,50,133.9,4.2,4.3,True,Truck,9,3,2025,0.0,False,140000
DEL01210,Nairobi,MOTO,2,26.7,0.8,0.7,True,Van,11,4,2024,0.10000000000000009,True,5600
DEL01211,Nairobi,KuniOx,1,29.4,0.7,0.7,True,Van,5,2,2025,0.0,False,4200
DEL01212,Meru,SmartStove,5,252.2,5.4,4.5,True,Van,12,4,2025,0.9000000000000004,True,22500
DEL01213,Machakos,MOTO,2,58.3,1.1,1.1,True,Van,9,3,2024,0.0,False,5600
DEL01214,Kilifi,SmartStove,2,501.7,11.2,9.4,True,Van,11,4,2025,1.799999999999999,True,9000
DEL01215,Mombasa,MOTO,2,518.1,11.6,12.1,True,Van,9,3,2025,0.0,False,5600
DEL01216,Kitui,MOTO,2,168.0,4.0,3.5,True,Van,5,2,2025,0.5,True,5600
DEL01217,Migori,KuniOx,5,114.8,2.4,2.3,True,Van,9,3,2025,0.10000000000000009,True,21000
DEL01218,Kilifi,MOTO,2,548.2,14.1,13.1,True,Van,9,3,2025,1.0,True,5600
DEL01219,Machakos,EcoZoom,2,43.6,1.2,1.0,True,Van,4,2,2025,0.19999999999999996,True,7800
DEL01220,Bungoma,Jikokoa,1,143.3,3.5,3.1,True,Van,3,1,2025,0.3999999999999999,True,3500
DEL01221,Homa Bay,KuniOx,1,377.9,7.0,6.9,True,Van,10,4,2026,0.09999999999999964,True,4200
DEL01222,Kisumu,MOTO,10,305.5,8.9,7.0,True,Lorry,12,4,2025,1.9000000000000004,True,28000
DEL01223,Kisumu,EcoZoom,5,335.4,9.4,8.3,True,Van,5,2,2025,1.0999999999999996,True,19500
DEL01224,Uasin Gishu,EcoZoom,1,311.2,6.0,5.8,True,Van,8,3,2025,0.20000000000000018,True,3900
DEL01225,Makueni,MOTO,5,311.9,7.8,7.3,True,Van,6,2,2025,0.5,True,14000
DEL01226,Kisumu,MOTO,1,341.9,7.8,7.8,True,Van,1,1,2025,0.0,False,2800
DEL01227,Migori,Jikokoa,2,111.8,2.8,2.7,True,Van,6,2,2026,0.09999999999999964,True,7000
DEL01228,Nairobi,EcoZoom,5,19.1,0.5,0.5,True,Van,10,4,2024,0.0,False,19500
DEL01229,Meru,Jikokoa,1,255.4,5.6,5.6,True,Van,2,1,2024,0.0,False,3500
DEL01230,Meru,MOTO,5,250.9,5.6,4.5,True,Van,5,2,2026,1.0999999999999996,True,14000
DEL01231,Homa Bay,SmartStove,5,262.8,5.4,5.0,True,Van,3,1,2024,0.40000000000000036,True,22500
DEL01232,Kisumu,SmartStove,1,355.2,6.4,6.4,True,Van,9,3,2025,0.0,False,4500
DEL01233,Mombasa,Jikokoa,1,510.9,8.9,9.2,True,Van,9,3,2025,0.0,False,3500
DEL01234,Machakos,SmartStove,2,54.7,1.6,1.4,True,Van,5,2,2024,0.20000000000000018,True,9000
DEL01235,Kilifi,Jikokoa,5,546.8,13.5,13.0,True,Van,1,1,2025,0.5,True,17500
DEL01236,Nakuru,SmartStove,5,174.3,3.6,3.3,True,Van,10,4,2025,0.30000000000000027,True,22500
DEL01237,Kitui,EcoZoom,2,110.5,2.4,2.3,True,Van,6,2,2024,0.10000000000000009,True,7800
DEL01238,Machakos,KuniOx,2,61.8,1.9,1.4,True,Van,4,2,2026,0.5,True,8400
DEL01239,Makueni,KuniOx,1,312.9,6.0,6.5,True,Van,8,3,2024,0.0,False,4200
DEL01240,Bungoma,Jikokoa,2,241.1,5.3,4.9,True,Van,1,1,2024,0.39999999999999947,True,7000
DEL01241,Busia,Jikokoa,2,368.6,8.5,8.1,True,Van,8,3,2026,0.40000000000000036,True,7000
DEL01242,Kisumu,MOTO,20,304.5,6.8,6.6,True,Lorry,12,4,2026,0.20000000000000018,True,56000
DEL01243,Kiambu,EcoZoom,10,33.3,0.9,0.8,True,Lorry,5,2,2024,0.09999999999999998,True,39000
DEL01244,Homa Bay,Jikokoa,1,354.2,9.1,9.5,True,Van,2,1,2025,0.0,False,3500
DEL01245,Kisumu,EcoZoom,1,340.1,11.6,9.6,True,Van,12,4,2024,2.0,True,3900
DEL01246,Meru,Jikokoa,10,246.5,6.1,5.5,False,Lorry,9,3,2025,0.5999999999999996,True,35000
DEL01247,Nairobi,Jikokoa,1,29.1,0.9,0.7,True,Van,11,4,2024,0.20000000000000007,True,3500
DEL01248,Kisumu,EcoZoom,1,327.1,8.9,8.3,True,Van,4,2,2025,0.5999999999999996,True,3900
DEL01249,Migori,SmartStove,1,114.9,2.7,2.7,True,Van,6,2,2024,0.0,False,4500
DEL01250,Meru,KuniOx,2,206.2,4.9,4.6,True,Van,2,1,2024,0.3000000000000007,True,8400
DEL01251,Meru,Jikokoa,1,230.2,6.0,6.2,True,Van,1,1,2026,0.0,False,3500
DEL01252,Nakuru,SmartStove,5,151.2,4.2,3.5,True,Van,4,2,2024,0.7000000000000002,True,22500
DEL01253,Kitui,Jikokoa,2,228.9,6.1,5.4,True,Van,5,2,2025,0.6999999999999993,True,7000
DEL01254,Machakos,Jikokoa,1,62.8,1.5,1.5,True,Van,10,4,2025,0.0,False,3500
DEL01255,Makueni,MOTO,2,307.9,6.2,6.2,True,Van,6,2,2024,0.0,False,5600
DEL01256,Homa Bay,EcoZoom,10,361.6,13.1,9.7,True,Lorry,11,4,2025,3.4000000000000004,True,39000
DEL01257,Migori,SmartStove,5,279.1,6.8,5.6,True,Van,11,4,2025,1.2000000000000002,True,22500
DEL01258,Nairobi,EcoZoom,1,23.5,0.5,0.5,True,Van,8,3,2025,0.0,False,3900
DEL01259,Mombasa,SmartStove,1,488.3,11.2,10.1,True,Van,5,2,2024,1.0999999999999996,True,4500
DEL01260,Nakuru,MOTO,5,150.6,3.8,3.5,True,Van,7,3,2025,0.2999999999999998,True,14000
DEL01261,Meru,EcoZoom,10,244.8,6.8,6.2,True,Lorry,4,2,2024,0.5999999999999996,True,39000
DEL01262,Kakamega,Jikokoa,5,369.5,9.9,9.8,True,Van,7,3,2026,0.09999999999999964,True,17500
DEL01263,Nakuru,EcoZoom,1,128.5,2.6,2.8,True,Van,7,3,2025,0.0,False,3900
DEL01264,Busia,EcoZoom,10,172.5,4.1,3.5,True,Lorry,5,2,2025,0.5999999999999996,True,39000
DEL01265,Busia,SmartStove,2,109.5,2.5,2.6,True,Van,2,1,2025,0.0,False,9000
DEL01266,Kilifi,Jikokoa,20,517.0,11.8,10.5,True,Lorry,5,2,2025,1.3000000000000007,True,70000
DEL01267,Nairobi,KuniOx,1,18.0,0.6,0.4,True,Van,12,4,2024,0.19999999999999996,True,4200
DEL01268,Homa Bay,MOTO,20,150.4,4.6,3.9,True,Lorry,4,2,2024,0.6999999999999997,True,56000
DEL01269,Meru,EcoZoom,2,220.3,5.2,4.1,True,Van,11,4,2026,1.1000000000000005,True,7800
DEL01270,Kitui,Jikokoa,1,340.1,8.3,7.2,True,Van,11,4,2025,1.1000000000000005,True,3500
DEL01271,Bungoma,MOTO,20,195.2,5.7,6.0,True,Lorry,6,2,2026,0.0,False,56000
DEL01272,Mombasa,Jikokoa,10,480.9,10.6,9.8,True,Lorry,10,4,2026,0.7999999999999989,True,35000
DEL01273,Nakuru,SmartStove,2,142.3,3.5,3.0,True,Van,12,4,2024,0.5,True,9000
DEL01274,Kilifi,MOTO,10,519.8,12.0,8.6,True,Lorry,11,4,2025,3.4000000000000004,True,28000
DEL01275,Makueni,SmartStove,5,119.6,2.6,2.4,True,Van,8,3,2024,0.20000000000000018,True,22500
DEL01276,Kitui,KuniOx,1,297.4,6.0,5.7,True,Van,6,2,2025,0.2999999999999998,True,4200
DEL01277,Kitui,SmartStove,1,175.5,3.5,3.5,True,Van,6,2,2025,0.0,False,4500
DEL01278,Busia,EcoZoom,5,373.6,7.0,7.4,True,Van,7,3,2025,0.0,False,19500
DEL01279,Kilifi,Jikokoa,1,528.5,12.7,12.4,True,Van,1,1,2025,0.29999999999999893,True,3500
DEL01280,Kitui,EcoZoom,2,263.6,6.8,7.4,True,Van,9,3,2025,0.0,False,7800
DEL01281,Nairobi,Jikokoa,10,17.9,0.5,0.4,False,Lorry,3,1,2024,0.09999999999999998,True,35000
DEL01282,Kilifi,MOTO,10,523.7,13.8,11.4,True,Lorry,5,2,2024,2.4000000000000004,True,28000
DEL01283,Migori,SmartStove,1,290.4,5.0,4.9,True,Van,7,3,2024,0.09999999999999964,True,4500
DEL01284,Bungoma,MOTO,1,294.0,6.5,6.3,True,Van,6,2,2024,0.20000000000000018,True,2800
DEL01285,Bungoma,KuniOx,2,235.2,5.9,5.1,True,Van,11,4,2024,0.8000000000000007,True,8400
DEL01286,Kakamega,MOTO,10,384.3,10.6,10.5,True,Lorry,9,3,2026,0.09999999999999964,True,28000
DEL01287,Machakos,MOTO,1,71.9,1.2,1.1,True,Van,6,2,2024,0.09999999999999987,True,2800
DEL01288,Nakuru,Jikokoa,2,138.1,4.2,3.3,True,Van,3,1,2025,0.9000000000000004,True,7000
DEL01289,Migori,MOTO,1,195.3,3.8,3.7,True,Van,8,3,2025,0.09999999999999964,True,2800
DEL01290,Nairobi,KuniOx,5,12.6,0.2,0.2,True,Van,10,4,2026,0.0,False,21000
DEL01291,Kitui,EcoZoom,5,379.0,9.1,6.9,False,Van,5,2,2026,2.1999999999999993,True,19500
DEL01292,Meru,Jikokoa,2,242.9,5.9,5.7,True,Van,7,3,2026,0.20000000000000018,True,7000
DEL01293,Kakamega,SmartStove,10,418.3,9.0,9.2,True,Lorry,9,3,2024,0.0,False,45000
DEL01294,Meru,EcoZoom,1,245.4,5.7,5.9,True,Van,7,3,2024,0.0,False,3900
DEL01295,Migori,Jikokoa,50,398.8,12.1,12.4,True,Truck,7,3,2025,0.0,False,175000
DEL01296,Meru,Jikokoa,10,232.5,6.7,5.5,True,Lorry,12,4,2026,1.2000000000000002,True,35000
DEL01297,Kakamega,EcoZoom,5,351.9,6.9,6.7,True,Van,2,1,2026,0.20000000000000018,True,19500
DEL01298,Kitui,MOTO,2,393.8,12.0,10.4,True,Van,3,1,2024,1.5999999999999996,True,5600
DEL01299,Kilifi,MOTO,1,514.5,9.7,9.8,True,Van,2,1,2025,0.0,False,2800
DEL01300,Mombasa,MOTO,2,496.7,11.4,11.0,True,Van,9,3,2024,0.40000000000000036,True,5600
DEL01301,Uasin Gishu,MOTO,1,280.9,6.0,6.0,True,Van,1,1,2025,0.0,False,2800
DEL01302,Busia,SmartStove,2,134.9,4.0,3.6,True,Van,12,4,2025,0.3999999999999999,True,9000
DEL01303,Makueni,KuniOx,5,181.3,3.7,3.8,True,Van,9,3,2024,0.0,False,21000
DEL01304,Mombasa,SmartStove,5,463.8,14.8,11.1,True,Van,11,4,2026,3.700000000000001,True,22500
DEL01305,Makueni,Jikokoa,20,264.6,8.0,7.3,True,Lorry,1,1,2024,0.7000000000000002,True,70000
DEL01306,Homa Bay,EcoZoom,1,188.9,5.3,3.7,True,Van,11,4,2024,1.5999999999999996,True,3900
DEL01307,Migori,KuniOx,1,366.1,9.2,7.1,True,Van,3,1,2024,2.0999999999999996,True,4200
DEL01308,Machakos,EcoZoom,2,69.6,1.1,1.0,False,Van,2,1,2025,0.10000000000000009,True,7800
DEL01309,Homa Bay,EcoZoom,2,375.3,7.7,7.5,True,Van,10,4,2024,0.20000000000000018,True,7800
DEL01310,Uasin Gishu,EcoZoom,5,330.8,6.5,5.9,False,Van,2,1,2025,0.5999999999999996,True,19500
DEL01311,Homa Bay,SmartStove,10,283.2,6.4,6.5,True,Lorry,1,1,2025,0.0,False,45000
DEL01312,Kiambu,EcoZoom,1,42.6,0.9,0.7,True,Van,5,2,2024,0.20000000000000007,True,3900
DEL01313,Mombasa,EcoZoom,2,493.8,11.7,10.6,False,Van,2,1,2026,1.0999999999999996,True,7800
DEL01314,Nairobi,MOTO,2,7.7,0.2,0.2,True,Van,5,2,2025,0.0,False,5600
DEL01315,Homa Bay,EcoZoom,50,360.4,16.0,13.1,True,Truck,11,4,2024,2.9000000000000004,True,195000
DEL01316,Mombasa,KuniOx,1,518.6,9.2,9.7,True,Van,6,2,2025,0.0,False,4200
DEL01317,Kisumu,SmartStove,2,313.3,6.0,6.1,True,Van,10,4,2025,0.0,False,9000
DEL01318,Kitui,EcoZoom,5,195.0,3.8,4.0,True,Van,10,4,2025,0.0,False,19500
DEL01319,Uasin Gishu,EcoZoom,20,337.7,7.5,8.0,True,Lorry,6,2,2024,0.0,False,78000
DEL01320,Meru,SmartStove,2,213.7,5.1,4.4,True,Van,5,2,2026,0.6999999999999993,True,9000
DEL01321,Mombasa,KuniOx,10,513.3,11.7,10.1,True,Lorry,5,2,2026,1.5999999999999996,True,42000
DEL01322,Kisumu,SmartStove,5,306.8,6.9,5.8,True,Van,3,1,2025,1.1000000000000005,True,22500
DEL01323,Meru,EcoZoom,1,207.5,5.0,5.2,True,Van,8,3,2026,0.0,False,3900
DEL01324,Mombasa,EcoZoom,1,455.7,8.7,8.9,True,Van,7,3,2024,0.0,False,3900
DEL01325,Migori,SmartStove,10,385.4,10.1,9.0,True,Lorry,3,1,2025,1.0999999999999996,True,45000
DEL01326,Migori,SmartStove,5,249.8,6.1,5.6,True,Van,12,4,2025,0.5,True,22500
DEL01327,Migori,MOTO,5,114.0,2.7,2.1,True,Van,11,4,2025,0.6000000000000001,True,14000
DEL01328,Mombasa,KuniOx,2,467.1,8.4,8.2,True,Van,5,2,2025,0.20000000000000107,True,8400
DEL01329,Kakamega,EcoZoom,10,364.3,12.1,9.3,True,Lorry,5,2,2025,2.799999999999999,True,39000
DEL01330,Homa Bay,EcoZoom,50,221.0,8.2,7.7,True,Truck,5,2,2025,0.4999999999999991,True,195000
DEL01331,Meru,KuniOx,2,242.9,6.9,5.8,True,Van,12,4,2024,1.1000000000000005,True,8400
DEL01332,Uasin Gishu,MOTO,50,307.6,9.7,10.3,True,Truck,1,1,2024,0.0,False,140000
DEL01333,Meru,MOTO,2,243.7,5.2,5.6,True,Van,10,4,2024,0.0,False,5600
DEL01334,Nakuru,Jikokoa,2,149.5,2.7,2.5,True,Van,3,1,2026,0.20000000000000018,True,7000
DEL01335,Kisumu,MOTO,20,348.1,12.2,11.5,True,Lorry,3,1,2025,0.6999999999999993,True,56000
DEL01336,Homa Bay,KuniOx,20,129.1,3.2,2.9,True,Lorry,10,4,2026,0.30000000000000027,True,84000
DEL01337,Migori,SmartStove,10,265.8,6.2,5.6,True,Lorry,6,2,2025,0.6000000000000005,True,45000
DEL01338,Nairobi,Jikokoa,1,6.8,0.2,0.2,True,Van,3,1,2024,0.0,False,3500
DEL01339,Kisumu,Jikokoa,5,332.9,8.2,7.7,True,Van,12,4,2025,0.4999999999999991,True,17500
DEL01340,Nairobi,MOTO,2,6.4,0.1,0.1,True,Van,5,2,2025,0.0,False,5600
DEL01341,Bungoma,EcoZoom,1,254.8,5.5,5.4,True,Van,8,3,2026,0.09999999999999964,True,3900
DEL01342,Homa Bay,Jikokoa,10,128.6,2.3,2.1,False,Lorry,6,2,2024,0.19999999999999973,True,35000
DEL01343,Homa Bay,Jikokoa,1,352.6,7.4,7.2,True,Van,10,4,2025,0.20000000000000018,True,3500
DEL01344,Nairobi,KuniOx,2,24.2,0.5,0.5,True,Van,8,3,2026,0.0,False,8400
DEL01345,Kilifi,KuniOx,1,513.5,13.5,12.4,True,Van,4,2,2025,1.0999999999999996,True,4200
DEL01346,Kilifi,SmartStove,2,509.1,15.1,13.2,True,Van,3,1,2024,1.9000000000000004,True,9000
DEL01347,Kilifi,SmartStove,1,513.3,13.1,13.8,True,Van,1,1,2026,0.0,False,4500
DEL01348,Bungoma,KuniOx,10,295.7,6.5,6.7,True,Lorry,10,4,2025,0.0,False,42000
DEL01349,Kisumu,MOTO,1,332.0,8.9,9.2,True,Van,5,2,2025,0.0,False,2800
DEL01350,Kakamega,KuniOx,20,380.8,10.5,10.2,True,Lorry,4,2,2026,0.3000000000000007,True,84000
DEL01351,Nakuru,KuniOx,1,151.8,4.7,4.1,True,Van,5,2,2025,0.6000000000000005,True,4200
DEL01352,Mombasa,KuniOx,20,486.7,14.4,13.8,True,Lorry,6,2,2026,0.5999999999999996,True,84000
DEL01353,Meru,EcoZoom,2,257.5,6.7,7.4,True,Van,9,3,2024,0.0,False,7800
DEL01354,Kakamega,KuniOx,20,366.2,8.5,8.8,True,Lorry,2,1,2025,0.0,False,84000
DEL01355,Kakamega,MOTO,2,395.9,9.9,10.8,True,Van,8,3,2025,0.0,False,5600
DEL01356,Makueni,KuniOx,1,280.5,4.8,4.5,True,Van,9,3,2024,0.2999999999999998,True,4200
DEL01357,Meru,MOTO,1,201.2,4.2,4.5,True,Van,1,1,2024,0.0,False,2800
DEL01358,Nakuru,Jikokoa,2,146.8,3.8,4.1,True,Van,6,2,2025,0.0,False,7000
DEL01359,Nakuru,EcoZoom,2,131.5,2.5,2.7,True,Van,6,2,2025,0.0,False,7800
DEL01360,Nakuru,MOTO,10,133.9,3.8,3.0,True,Lorry,11,4,2026,0.7999999999999998,True,28000
DEL01361,Nakuru,KuniOx,1,134.0,3.2,3.3,True,Van,9,3,2024,0.0,False,4200
DEL01362,Homa Bay,SmartStove,1,268.1,6.8,6.8,True,Van,6,2,2024,0.0,False,4500
DEL01363,Kitui,SmartStove,5,390.5,8.6,7.2,True,Van,5,2,2024,1.3999999999999995,True,22500
DEL01364,Nakuru,MOTO,2,141.3,2.8,2.6,True,Van,9,3,2025,0.19999999999999973,True,5600
DEL01365,Kisumu,Jikokoa,10,318.2,7.0,6.7,True,Lorry,11,4,2025,0.2999999999999998,True,35000
DEL01366,Mombasa,EcoZoom,1,452.1,8.3,8.7,True,Van,8,3,2025,0.0,False,3900
DEL01367,Migori,MOTO,5,315.2,8.8,7.6,True,Van,4,2,2025,1.200000000000001,True,14000
DEL01368,Uasin Gishu,SmartStove,5,303.2,7.4,6.4,True,Van,3,1,2025,1.0,True,22500
DEL01369,Machakos,EcoZoom,1,42.7,1.0,1.0,True,Van,6,2,2025,0.0,False,3900
DEL01370,Kisumu,MOTO,2,304.0,9.4,7.1,True,Van,3,1,2025,2.3000000000000007,True,5600
DEL01371,Nakuru,MOTO,2,155.4,3.5,3.0,True,Van,3,1,2025,0.5,True,5600
DEL01372,Bungoma,KuniOx,1,105.1,2.1,2.0,True,Van,10,4,2025,0.10000000000000009,True,4200
DEL01373,Migori,EcoZoom,1,300.6,6.7,5.4,True,Van,4,2,2025,1.2999999999999998,True,3900
DEL01374,Kakamega,SmartStove,10,359.6,6.8,6.6,True,Lorry,6,2,2024,0.20000000000000018,True,45000
DEL01375,Kakamega,Jikokoa,1,377.7,9.2,8.5,True,Van,7,3,2025,0.6999999999999993,True,3500
DEL01376,Makueni,KuniOx,2,327.8,9.6,8.3,True,Van,12,4,2025,1.299999999999999,True,8400
DEL01377,Kitui,MOTO,2,313.3,6.9,7.0,True,Van,4,2,2025,0.0,False,5600
DEL01378,Uasin Gishu,SmartStove,1,339.3,8.0,8.3,True,Van,1,1,2025,0.0,False,4500
DEL01379,Homa Bay,EcoZoom,1,213.4,4.8,5.0,True,Van,10,4,2024,0.0,False,3900
